timestamp,temperature,humidity,pm25,co2,gas
2026-04-22 15:39:10.090,-1.0,-1,461.0,686,16
2026-04-22 15:39:13.090,-1.0,-1,461.0,687,18
2026-04-22 15:39:16.110,-1.0,-1,461.0,687,21
2026-04-22 15:39:19.095,-1.0,-1,461.0,686,20
2026-04-22 15:39:22.100,-1.0,-1,461.0,684,19
2026-04-22 15:39:25.102,-1.0,-1,461.0,681,14
2026-04-22 15:39:28.095,-1.0,-1,461.0,677,16
2026-04-22 15:39:31.094,-1.0,-1,461.0,673,18
2026-04-22 15:39:34.094,-1.0,-1,461.0,667,16
2026-04-22 15:39:37.089,-1.0,-1,461.0,660,23
2026-04-22 15:39:40.104,-1.0,-1,461.0,653,15
2026-04-22 15:39:43.107,-1.0,-1,461.0,645,13
2026-04-22 15:39:46.094,-1.0,-1,461.0,637,11
2026-04-22 15:39:49.094,-1.0,-1,461.0,628,13
2026-04-22 15:39:52.098,-1.0,-1,461.0,619,17
2026-04-22 15:39:55.110,-1.0,-1,461.0,609,13
2026-04-22 15:39:58.091,-1.0,-1,461.0,600,15
2026-04-22 15:40:01.105,-1.0,-1,461.0,590,16
2026-04-22 15:40:04.096,-1.0,-1,461.0,581,16
2026-04-22 15:40:07.100,-1.0,-1,461.0,571,16
2026-04-22 15:40:10.090,-1.0,-1,461.0,562,13
2026-04-22 15:40:13.093,-1.0,-1,461.0,554,13
2026-04-22 15:40:16.094,-1.0,-1,461.0,545,12
2026-04-22 15:40:19.102,-1.0,-1,461.0,538,11
2026-04-22 15:40:22.096,-1.0,-1,461.0,531,11
2026-04-22 15:40:25.110,-1.0,-1,461.0,525,13
2026-04-22 15:40:28.092,-1.0,-1,461.0,519,14
2026-04-22 15:40:31.090,-1.0,-1,461.0,515,14
2026-04-22 15:40:34.096,-1.0,-1,461.0,512,13
2026-04-22 15:40:37.093,-1.0,-1,461.0,509,12
2026-04-22 15:40:40.090,-1.0,-1,461.0,508,12
2026-04-22 15:40:43.096,-1.0,-1,461.0,507,12
2026-04-22 15:40:46.107,-1.0,-1,461.0,508,11
2026-04-22 15:40:49.094,-1.0,-1,461.0,509,10
2026-04-22 15:40:52.099,-1.0,-1,461.0,512,10
2026-04-22 15:40:55.102,-1.0,-1,461.0,515,10
2026-04-22 15:40:58.090,-1.0,-1,461.0,520,16
2026-04-22 15:41:01.088,-1.0,-1,461.0,525,12
2026-04-22 15:41:04.091,-1.0,-1,461.0,532,12
2026-04-22 15:41:07.102,-1.0,-1,461.0,539,13
2026-04-22 15:41:10.092,-1.0,-1,461.0,546,13
2026-04-22 15:41:13.094,-1.0,-1,461.0,554,16
2026-04-22 15:41:16.105,-1.0,-1,461.0,563,15
2026-04-22 15:41:19.089,-1.0,-1,461.0,572,16
2026-04-22 15:41:22.095,-1.0,-1,461.0,582,15
2026-04-22 15:41:25.086,-1.0,-1,461.0,591,14
2026-04-22 15:41:28.099,-1.0,-1,461.0,601,17
2026-04-22 15:50:09.484,-1.0,-1,461.0,607,0
2026-04-22 15:50:12.475,-1.0,-1,461.0,617,10
2026-04-22 15:50:15.473,-1.0,-1,461.0,626,29
2026-04-22 15:50:18.473,-1.0,-1,461.0,635,36
2026-04-22 15:50:21.470,-1.0,-1,461.0,643,30
2026-04-22 15:50:24.480,-1.0,-1,461.0,651,25
2026-04-22 15:50:27.473,-1.0,-1,461.0,659,21
2026-04-22 15:50:30.467,-1.0,-1,461.0,665,16
2026-04-22 15:50:33.466,-1.0,-1,461.0,671,16
2026-04-22 15:50:36.465,-1.0,-1,461.0,676,13
2026-04-22 15:50:39.474,-1.0,-1,461.0,680,10
2026-04-22 15:50:42.470,-1.0,-1,461.0,684,10
2026-04-22 15:50:45.464,-1.0,-1,461.0,686,10
2026-04-22 15:50:48.467,-1.0,-1,461.0,687,8
2026-04-22 15:50:51.472,-1.0,-1,461.0,687,8
2026-04-22 15:50:54.480,-1.0,-1,461.0,686,9
2026-04-22 15:50:57.467,-1.0,-1,461.0,684,5
2026-04-22 15:51:00.467,-1.0,-1,461.0,681,7
2026-04-22 15:51:03.470,-1.0,-1,461.0,677,7
2026-04-22 15:51:06.464,-1.0,-1,461.0,673,7
2026-04-22 15:51:09.467,-1.0,-1,461.0,667,6
2026-04-22 15:51:29.153,28.3,79,461.0,708,7
2026-04-22 15:51:32.153,29.1,83,461.0,721,6
2026-04-22 15:51:35.154,29.2,82,461.0,730,6
2026-04-22 15:51:38.149,29.2,82,461.0,739,6
2026-04-22 15:51:41.151,29.1,82,461.0,748,6
2026-04-22 15:51:44.153,29.2,82,461.0,756,7
2026-04-22 15:51:47.159,29.1,82,461.0,763,7
2026-04-22 15:51:50.147,29.2,82,461.0,770,7
2026-04-22 15:51:53.160,29.1,82,461.0,776,7
2026-04-22 15:51:56.158,29.0,82,461.0,780,7
2026-04-22 15:51:59.165,29.1,82,461.0,785,7
2026-04-22 15:52:02.153,29.1,82,461.0,788,8
2026-04-22 15:52:05.153,29.2,82,461.0,790,8
2026-04-22 15:52:08.164,29.2,82,461.0,792,7
2026-04-22 15:52:11.157,29.1,82,461.0,791,7
2026-04-22 15:52:14.156,29.1,82,461.0,791,7
2026-04-22 15:52:17.149,29.1,82,461.0,789,9
2026-04-22 15:52:20.151,29.1,82,461.0,786,7
2026-04-22 15:52:23.155,29.1,82,461.0,782,8
2026-04-22 15:52:26.148,29.2,82,461.0,777,9
2026-04-22 15:52:29.147,29.1,82,461.0,772,9
2026-04-22 15:52:32.174,29.2,82,461.0,765,9
2026-04-22 15:52:35.147,29.1,82,461.0,758,8
2026-04-22 15:52:38.159,29.2,82,461.0,750,8
2026-04-22 15:52:41.167,29.2,82,461.0,742,7
2026-04-22 15:52:44.147,29.1,82,461.0,733,7
2026-04-22 15:52:47.155,29.0,82,461.0,723,8
2026-04-22 15:52:50.204,29.1,82,461.0,714,9
2026-04-22 15:52:53.161,29.1,82,461.0,704,11
2026-04-22 15:52:56.146,29.1,82,461.0,695,8
2026-04-22 15:52:59.157,29.1,82,461.0,685,9
2026-04-22 15:53:02.171,29.1,82,461.0,676,7
2026-04-22 15:53:05.147,29.1,82,461.0,667,8
2026-04-22 15:53:08.153,29.2,82,461.0,658,9
2026-04-22 15:53:11.149,29.1,82,461.0,650,8
2026-04-22 15:53:14.155,29.1,82,461.0,642,8
2026-04-22 15:53:17.149,29.2,82,461.0,636,8
2026-04-22 15:53:20.149,29.1,82,461.0,629,8
2026-04-22 15:53:23.145,29.0,82,461.0,624,9
2026-04-22 15:53:26.145,29.1,82,461.0,619,8
2026-04-22 15:53:29.160,29.2,82,461.0,616,8
2026-04-22 15:53:32.153,29.2,82,461.0,614,9
2026-04-22 15:53:35.155,29.1,82,461.0,612,9
2026-04-22 15:53:38.151,29.1,82,461.0,611,8
2026-04-22 15:53:41.151,29.1,82,461.0,612,8
2026-04-22 15:53:44.147,29.1,82,461.0,614,9
2026-04-22 15:53:47.147,29.2,82,461.0,616,9
2026-04-22 15:53:50.159,29.1,82,461.0,620,8
2026-04-22 15:53:53.145,29.1,82,461.0,624,9
2026-04-22 15:53:56.153,29.2,82,461.0,630,10
2026-04-22 15:53:59.152,29.0,82,461.0,636,10
2026-04-22 15:54:02.168,29.0,82,461.0,643,9
2026-04-22 15:54:05.155,29.1,82,461.0,650,9
2026-04-22 15:54:08.153,29.1,82,461.0,658,9
2026-04-22 15:54:11.144,29.1,82,461.0,667,8
2026-04-22 15:54:14.158,29.1,82,461.0,676,9
2026-04-22 15:54:17.208,29.1,82,461.0,686,8
2026-04-22 15:54:20.169,29.1,82,461.0,695,8
2026-04-22 15:54:23.258,29.1,82,461.0,705,9
2026-04-22 15:54:26.146,29.1,82,461.0,714,8
2026-04-22 15:54:29.304,29.2,82,461.0,724,8
2026-04-22 15:54:32.147,29.2,82,461.0,733,8
2026-04-22 15:54:35.205,29.1,82,461.0,742,9
2026-04-22 15:54:38.182,29.1,82,461.0,750,10
2026-04-22 15:54:41.146,29.1,82,461.0,758,9
2026-04-22 15:54:44.145,29.2,82,461.0,765,10
2026-04-22 15:54:47.162,29.1,82,461.0,772,8
2026-04-22 15:54:50.156,29.1,82,461.0,777,8
2026-04-22 15:54:53.159,29.1,82,461.0,782,7
2026-04-22 15:54:56.152,29.1,82,461.0,786,9
2026-04-22 15:54:59.153,29.1,82,461.0,789,8
2026-04-22 15:55:02.149,29.2,82,461.0,791,8
2026-04-22 15:55:05.159,29.2,82,461.0,791,8
2026-04-22 15:55:08.145,29.1,82,461.0,791,7
2026-04-22 15:55:11.143,29.1,82,461.0,790,7
2026-04-22 15:55:14.154,29.1,82,461.0,788,8
2026-04-22 15:55:17.203,29.2,82,461.0,785,9
2026-04-22 15:55:20.445,29.1,82,461.0,780,9
2026-04-22 15:55:23.146,29.2,82,461.0,775,8
2026-04-22 15:55:26.161,29.1,82,461.0,769,8
2026-04-22 15:55:29.150,29.0,82,461.0,762,8
2026-04-22 15:55:32.143,29.2,82,461.0,755,9
2026-04-22 15:55:35.147,29.1,82,461.0,747,9
2026-04-22 15:55:38.153,29.1,82,461.0,738,8
2026-04-22 15:55:41.173,29.1,82,461.0,729,8
2026-04-22 15:55:44.155,29.1,82,461.0,720,7
2026-04-22 15:55:47.146,29.0,82,461.0,710,6
2026-04-22 15:55:50.180,29.1,82,461.0,701,7
2026-04-22 15:55:53.169,29.1,82,461.0,691,6
2026-04-22 15:55:56.153,29.1,82,461.0,682,7
2026-04-22 15:55:59.290,29.1,82,461.0,672,7
2026-04-22 15:56:02.719,29.1,82,461.0,664,8
2026-04-22 15:56:05.149,29.1,82,461.0,655,9
2026-04-22 15:56:08.201,29.1,82,461.0,647,9
2026-04-22 15:56:11.172,29.1,82,461.0,640,10
2026-04-22 15:56:14.241,29.1,82,461.0,633,9
2026-04-22 15:56:17.213,29.0,82,461.0,627,9
2026-04-22 15:56:20.181,29.1,82,461.0,622,7
2026-04-22 15:56:23.151,29.0,82,461.0,618,6
2026-04-22 15:56:26.263,29.0,82,461.0,615,8
2026-04-22 15:56:29.141,29.1,82,461.0,613,7
2026-04-22 15:56:32.286,29.1,82,461.0,612,7
2026-04-22 15:56:35.143,29.1,82,461.0,611,9
2026-04-22 15:56:38.186,29.1,82,461.0,612,8
2026-04-22 15:56:41.160,29.1,82,461.0,614,8
2026-04-22 15:56:44.144,29.1,82,461.0,617,9
2026-04-22 15:56:47.209,29.1,82,461.0,621,9
2026-04-22 15:56:50.164,29.1,82,461.0,626,8
2026-04-22 15:56:53.365,29.2,82,461.0,632,8
2026-04-22 15:56:56.144,29.2,82,461.0,638,12
2026-04-22 15:56:59.370,29.2,82,461.0,645,8
2026-04-22 15:57:02.151,29.2,82,461.0,653,6
2026-04-22 15:57:05.240,29.1,82,461.0,661,7
2026-04-22 15:57:08.157,29.2,82,461.0,671,8
2026-04-22 15:57:11.149,29.2,82,461.0,680,8
2026-04-22 15:57:14.147,29.2,82,461.0,689,6
2026-04-22 15:57:17.144,29.2,82,461.0,699,7
2026-04-22 15:57:20.178,29.2,82,461.0,708,9
2026-04-22 15:57:23.152,29.2,82,461.0,718,7
2026-04-22 15:57:26.638,29.2,82,461.0,727,9
2026-04-22 15:57:29.612,29.2,82,89.1,736,7
2026-04-22 15:57:32.360,29.3,82,461.0,745,7
2026-04-22 15:57:35.148,29.2,82,461.0,753,8
2026-04-22 15:57:38.235,29.2,82,461.0,761,8
2026-04-22 15:57:41.349,29.3,82,461.0,768,8
2026-04-22 15:57:44.148,29.3,82,461.0,774,8
2026-04-22 15:57:47.706,29.2,82,461.0,779,8
2026-04-22 15:57:50.295,29.2,82,461.0,783,8
2026-04-22 15:57:53.366,29.2,82,461.0,787,9
2026-04-22 15:57:56.437,29.2,82,461.0,789,9
2026-04-22 15:58:01.303,29.2,82,461.0,791,9
2026-04-22 15:58:02.141,29.3,82,461.0,791,8
2026-04-22 15:58:05.213,29.3,81,461.0,791,8
2026-04-22 15:58:08.147,29.2,82,190.2,789,9
2026-04-22 15:58:11.342,29.3,81,461.0,787,10
2026-04-22 15:58:14.150,29.3,81,461.0,783,10
2026-04-22 15:58:17.226,29.3,81,461.0,778,10
2026-04-22 15:58:20.279,29.3,81,461.0,773,8
2026-04-22 15:58:23.145,29.2,81,461.0,767,9
2026-04-22 15:58:26.183,29.2,81,461.0,760,8
2026-04-22 15:58:29.149,29.3,81,461.0,752,9
2026-04-22 15:58:32.141,29.3,81,461.0,744,9
2026-04-22 15:58:35.333,29.3,81,461.0,735,9
2026-04-22 15:58:38.320,29.3,81,461.0,726,8
2026-04-22 15:58:41.185,29.3,81,461.0,717,7
2026-04-22 15:58:44.139,29.3,81,461.0,707,7
2026-04-22 15:58:47.164,29.3,81,461.0,697,9
2026-04-22 15:58:50.146,29.3,81,23.7,688,9
2026-04-22 15:58:53.140,29.3,81,461.0,678,9
2026-04-22 15:58:56.206,29.3,81,461.0,669,8
2026-04-22 15:58:59.217,29.3,81,461.0,660,8
2026-04-22 15:59:02.166,29.3,81,461.0,652,8
2026-04-22 15:59:05.143,29.3,81,461.0,644,7
2026-04-22 15:59:08.207,29.3,81,461.0,637,8
2026-04-22 15:59:11.192,29.3,81,461.0,631,9
2026-04-22 15:59:14.144,29.3,81,461.0,625,8
2026-04-22 15:59:17.205,29.3,81,461.0,620,9
2026-04-22 15:59:20.168,29.3,81,461.0,617,8
2026-04-22 15:59:23.165,29.3,81,461.0,614,7
2026-04-22 15:59:26.138,29.3,81,461.0,612,8
2026-04-22 15:59:29.190,29.3,81,461.0,611,8
2026-04-22 15:59:32.174,29.3,81,461.0,612,9
2026-04-22 15:59:35.150,29.3,81,461.0,613,9
2026-04-22 15:59:38.223,29.3,81,461.0,615,8
2026-04-22 15:59:41.138,29.3,81,461.0,618,9
2026-04-22 15:59:44.149,29.3,81,461.0,623,10
2026-04-22 15:59:47.176,29.3,81,205.5,628,9
2026-04-22 15:59:50.189,29.3,81,461.0,634,9
2026-04-22 15:59:53.180,29.3,81,461.0,641,9
2026-04-22 15:59:56.147,29.3,81,461.0,648,9
2026-04-22 15:59:59.173,29.3,81,461.0,656,8
2026-04-22 16:00:02.345,29.3,81,461.0,665,8
2026-04-22 16:00:05.139,29.3,81,461.0,674,8
2026-04-22 16:00:08.587,29.3,81,461.0,683,9
2026-04-22 16:00:11.146,29.2,81,461.0,692,8
2026-04-22 16:00:14.149,29.2,81,461.0,702,9
2026-04-22 16:00:17.241,29.3,81,461.0,712,8
2026-04-22 16:00:20.299,29.3,81,461.0,721,9
2026-04-22 16:00:23.333,29.2,81,461.0,730,9
2026-04-22 16:00:26.147,29.2,81,461.0,739,9
2026-04-22 16:00:29.189,29.2,81,461.0,748,10
2026-04-22 16:00:32.140,29.2,81,461.0,756,9
2026-04-22 16:00:35.177,29.2,82,461.0,763,9
2026-04-22 16:00:38.187,29.2,82,461.0,770,10
2026-04-22 16:00:41.145,29.2,81,461.0,776,8
2026-04-22 16:00:44.138,29.3,82,461.0,781,7
2026-04-22 16:00:47.151,29.2,81,461.0,785,7
2026-04-22 16:00:50.168,29.2,82,461.0,788,8
2026-04-22 16:00:53.140,29.2,82,461.0,790,9
2026-04-22 16:00:56.137,29.2,82,461.0,791,10
2026-04-22 16:00:59.142,29.2,82,461.0,791,11
2026-04-22 16:01:02.150,29.1,82,461.0,790,9
2026-04-22 16:01:05.146,29.2,82,461.0,788,9
2026-04-22 16:01:08.142,29.2,82,461.0,785,9
2026-04-22 16:01:11.139,29.2,82,461.0,781,9
2026-04-22 16:01:14.155,29.2,82,461.0,777,8
2026-04-22 16:01:17.144,29.2,82,461.0,771,7
2026-04-22 16:01:20.144,29.2,82,461.0,764,7
2026-04-22 16:01:23.141,29.2,82,461.0,757,8
2026-04-22 16:01:26.138,29.2,82,461.0,749,9
2026-04-22 16:01:29.147,29.2,82,461.0,741,12
2026-04-22 16:01:32.144,29.2,82,461.0,732,9
2026-04-22 16:01:35.135,29.2,82,461.0,723,9
2026-04-22 16:01:38.138,29.2,82,461.0,713,9
2026-04-22 16:01:41.136,29.1,82,461.0,703,7
2026-04-22 16:01:44.157,29.2,82,461.0,694,7
2026-04-22 16:01:47.146,29.2,82,461.0,684,8
2026-04-22 16:01:50.137,29.2,82,461.0,675,8
2026-04-22 16:01:53.138,29.2,82,461.0,666,8
2026-04-22 16:01:56.150,29.2,82,461.0,657,9
2026-04-22 16:01:59.155,29.2,82,461.0,649,9
2026-04-22 16:02:02.138,29.1,82,461.0,642,9
2026-04-22 16:02:05.141,29.1,82,461.0,635,8
2026-04-22 16:02:23.551,29.2,82,461.0,711,8
2026-04-22 16:02:26.554,29.1,82,461.0,720,7
2026-04-22 16:02:29.557,29.2,82,461.0,730,6
2026-04-22 16:02:32.552,29.2,82,461.0,739,6
2026-04-22 16:02:35.560,29.2,82,461.0,747,7
2026-04-22 16:02:38.555,29.2,82,461.0,755,7
2026-04-22 16:02:41.605,29.2,82,461.0,763,8
2026-04-22 16:02:44.572,29.2,82,461.0,770,7
2026-04-22 16:02:47.568,29.1,82,461.0,775,7
2026-04-22 16:02:50.552,29.2,82,461.0,780,7
2026-04-22 16:02:53.572,29.2,82,461.0,785,7
2026-04-22 16:02:56.555,29.2,82,461.0,788,7
2026-04-22 16:02:59.552,29.1,82,461.0,790,6
2026-04-22 16:03:02.579,29.2,82,461.0,791,7
2026-04-22 16:03:05.556,29.2,82,461.0,791,7
2026-04-22 16:03:08.558,29.1,82,461.0,790,7
2026-04-22 16:03:11.557,29.1,82,461.0,788,7
2026-04-22 16:03:14.548,29.1,82,461.0,785,8
2026-04-22 16:03:17.549,29.2,82,461.0,782,7
2026-04-22 16:03:20.589,29.1,82,461.0,777,7
2026-04-22 16:03:23.567,29.2,82,461.0,771,7
2026-04-22 16:03:26.566,29.2,82,461.0,765,6
2026-04-22 16:03:29.565,29.2,82,461.0,758,7
2026-04-22 16:03:32.551,29.2,82,461.0,750,7
2026-04-22 16:03:35.571,29.2,82,461.0,741,7
2026-04-22 16:03:38.555,29.2,82,461.0,733,7
2026-04-22 16:03:41.552,29.2,82,461.0,723,7
2026-04-22 16:03:44.547,29.2,82,461.0,714,6
2026-04-22 16:03:47.564,29.2,82,461.0,704,6
2026-04-22 16:03:50.553,29.2,82,461.0,695,5
2026-04-22 16:03:53.550,29.2,82,461.0,685,7
2026-04-22 16:03:56.551,29.2,82,461.0,676,7
2026-04-22 16:03:59.556,29.3,82,461.0,667,7
2026-04-22 16:04:02.556,29.3,82,461.0,658,7
2026-04-22 16:04:05.550,29.3,82,461.0,650,7
2026-04-22 16:04:08.550,29.3,81,461.0,642,7
2026-04-22 16:04:11.548,29.3,81,461.0,635,6
2026-04-22 16:04:14.548,29.3,81,461.0,629,7
2026-04-22 16:04:17.554,29.3,81,461.0,624,7
2026-04-22 16:04:20.655,29.3,81,461.0,619,7
2026-04-22 16:04:23.562,29.3,81,461.0,616,7
2026-04-22 16:04:26.546,29.3,81,461.0,613,6
2026-04-22 16:04:29.549,29.3,81,461.0,612,6
2026-04-22 16:04:32.553,29.3,81,461.0,611,7
2026-04-22 16:04:35.547,29.2,81,461.0,612,7
2026-04-22 16:04:38.547,29.3,81,461.0,613,7
2026-04-22 16:04:41.559,29.3,81,461.0,616,7
2026-04-22 16:04:44.554,29.3,81,461.0,620,7
2026-04-22 16:04:47.562,29.3,81,461.0,624,7
2026-04-22 16:04:50.551,29.3,81,461.0,629,6
2026-04-22 16:04:53.552,29.3,81,461.0,636,6
2026-04-22 16:04:56.549,29.2,81,461.0,642,6
2026-04-22 16:04:59.569,29.2,81,461.0,650,7
2026-04-22 16:05:02.548,29.3,81,461.0,658,7
2026-04-22 16:05:05.548,29.2,81,461.0,667,7
2026-04-22 16:05:08.559,29.2,81,461.0,676,7
2026-04-22 16:05:11.550,29.2,81,461.0,685,6
2026-04-22 16:05:14.547,29.2,81,461.0,695,7
2026-04-22 16:05:17.549,29.2,81,461.0,705,7
2026-04-22 16:05:20.563,29.2,81,461.0,714,7
2026-04-22 16:05:23.550,29.2,81,461.0,724,6
2026-04-22 16:05:26.553,29.2,81,461.0,733,7
2026-04-22 16:05:29.555,29.2,81,461.0,742,7
2026-04-22 16:05:32.550,29.2,81,461.0,750,7
2026-04-22 16:05:35.547,29.2,81,461.0,758,8
2026-04-22 16:05:38.551,29.2,81,461.0,765,7
2026-04-22 16:05:41.553,29.3,81,461.0,772,7
2026-04-22 16:05:44.661,29.2,81,461.0,777,7
2026-04-22 16:05:47.595,29.2,81,461.0,782,7
2026-04-22 16:05:50.561,29.2,81,461.0,786,7
2026-04-22 16:05:53.554,29.2,81,461.0,788,7
2026-04-22 16:05:56.561,29.2,81,461.0,790,7
2026-04-22 16:05:59.609,29.2,81,461.0,791,7
2026-04-22 16:06:02.560,29.2,81,461.0,791,6
2026-04-22 16:06:05.547,29.2,81,461.0,790,6
2026-04-22 16:06:08.546,29.2,81,461.0,787,7
2026-04-22 16:06:11.558,29.2,81,461.0,784,8
2026-04-22 16:06:14.545,29.2,81,461.0,780,6
2026-04-22 16:06:17.556,29.2,81,461.0,775,6
2026-04-22 16:06:20.553,29.2,81,461.0,769,7
2026-04-22 16:06:23.699,29.2,81,461.0,762,7
2026-04-22 16:06:26.561,29.2,81,461.0,755,7
2026-04-22 16:06:29.557,29.2,81,461.0,747,7
2026-04-22 16:06:32.600,29.1,82,461.0,738,6
2026-04-22 16:06:35.558,29.2,82,461.0,729,7
2026-04-22 16:06:38.545,29.1,82,461.0,720,7
2026-04-22 16:06:41.550,29.2,82,461.0,711,7
2026-04-22 16:06:44.558,29.1,82,461.0,701,7
2026-04-22 16:06:47.549,29.2,82,461.0,691,6
2026-04-22 16:06:50.544,29.2,82,461.0,682,7
2026-04-22 16:06:53.548,29.2,81,461.0,672,7
2026-04-22 16:06:56.546,29.2,82,461.0,664,7
2026-04-22 16:06:59.551,29.2,82,461.0,655,7
2026-04-22 16:07:02.553,29.2,82,461.0,647,8
2026-04-22 16:07:05.654,29.2,82,461.0,640,6
2026-04-22 16:07:08.582,29.2,81,461.0,633,7
2026-04-22 16:07:11.546,29.2,81,461.0,627,6
2026-04-22 16:07:14.548,29.2,82,461.0,622,6
2026-04-22 16:07:17.545,29.1,82,461.0,618,7
2026-04-22 16:07:20.554,29.2,82,461.0,615,7
2026-04-22 16:07:23.548,29.1,82,461.0,612,7
2026-04-22 16:07:26.556,29.1,82,461.0,611,8
2026-04-22 16:07:29.542,29.2,82,461.0,611,7
2026-04-22 16:07:32.543,29.2,82,461.0,612,7
2026-04-22 16:07:35.544,29.2,82,461.0,614,8
2026-04-22 16:07:38.547,29.2,82,461.0,617,7
2026-04-22 16:07:41.551,29.2,82,461.0,621,7
2026-04-22 16:07:44.544,29.1,82,461.0,626,7
2026-04-22 16:07:47.654,29.1,82,461.0,631,7
2026-04-22 16:07:50.548,29.2,82,461.0,638,7
2026-04-22 16:07:53.544,29.2,82,461.0,645,5
2026-04-22 16:07:56.548,29.1,82,461.0,653,11
2026-04-22 16:07:59.583,29.1,82,461.0,661,7
2026-04-22 16:08:02.546,29.0,82,461.0,670,7
2026-04-22 16:08:05.546,29.1,82,461.0,679,7
